Year,StateAbbreviation,OFFICE NAME,Candidate,PARTY,Votes,Percent,VOTER REGISTRATION COUNT,TURNOUT
2020,TX,"DISTRICT JUDGE, 129TH JUDICIAL DISTRICT",MICHAEL GOMEZ (I),DEM,868327,55.51%,"16,955,519",9.22%
2020,TX,"DISTRICT JUDGE, 130TH JUDICIAL DISTRICT",DENISE M. FORTENBERRY,REP,10739,100%,"16,955,519",0.06%
2020,TX,"DISTRICT JUDGE, 131ST JUDICIAL DISTRICT",NORMA GONZALES (I),DEM,3,100%,"16,955,519",0%
2020,TX,"DISTRICT JUDGE, 132ND JUDICIAL DISTRICT",ERNIE B. ARMSTRONG (I),REP,5784,100%,"16,955,519",0.03%
2020,TX,"DISTRICT JUDGE, 133RD JUDICIAL DISTRICT",SHERI Y. DEAN,REP,715828,45.87%,"16,955,519",9.2%
2020,TX,"DISTRICT JUDGE, 133RD JUDICIAL DISTRICT",JACLANEL MCFARLAND (I),DEM,844786,54.13%,"16,955,519",9.2%
2020,TX,"DISTRICT JUDGE, 135TH JUDICIAL DISTRICT",KEMPER STEPHEN WILLIAMS (I),REP,51441,100%,"16,955,519",0.3%
2020,TX,"DISTRICT JUDGE, 136TH JUDICIAL DISTRICT",BAYLOR WORTHAM (I),DEM,60214,100%,"16,955,519",0.36%
2020,TX,"DISTRICT JUDGE, 138TH JUDICIAL DISTRICT",GABRIELA GABBY GARCIA,DEM,82014,100%,"16,955,519",0.48%
2020,TX,"DISTRICT JUDGE, 139TH JUDICIAL DISTRICT",J. R. &QUOT;BOBBY&QUOT; FLORES (I),DEM,161175,100%,"16,955,519",0.95%
2020,TX,"DISTRICT JUDGE, 140TH JUDICIAL DISTRICT",DOUGLAS H. FREITAG,REP,90387,100%,"16,955,519",0.53%
2020,TX,"DISTRICT JUDGE, 142ND JUDICIAL DISTRICT",DAVID G. ROGERS,REP,53578,100%,"16,955,519",0.32%
2020,TX,"DISTRICT JUDGE, 143RD JUDICIAL DISTRICT",MIKE SWANSON (I),REP,5784,100%,"16,955,519",0.03%
2020,TX,"DISTRICT JUDGE, 144TH JUDICIAL DISTRICT - UNEXPIRED TERM",MELISA SKINNER,REP,324743,44.18%,"16,955,519",4.34%
2020,TX,"DISTRICT JUDGE, 144TH JUDICIAL DISTRICT - UNEXPIRED TERM",MICHAEL MERY,DEM,410346,55.82%,"16,955,519",4.34%
2020,TX,"DISTRICT JUDGE, 145TH JUDICIAL DISTRICT",JEFF DAVIS,REP,17737,68.83%,"16,955,519",0.15%
2020,TX,"DISTRICT JUDGE, 145TH JUDICIAL DISTRICT",NOEL COOPER,DEM,8032,31.17%,"16,955,519",0.15%
2020,TX,"DISTRICT JUDGE, 146TH JUDICIAL DISTRICT",JACK JONES (I),REP,105366,100%,"16,955,519",0.62%
2020,TX,"DISTRICT JUDGE, 151ST JUDICIAL DISTRICT",MIKE ENGELHART (I),DEM,1042520,100%,"16,955,519",6.15%
2020,TX,"DISTRICT JUDGE, 152ND JUDICIAL DISTRICT",ROBERT K SCHAFFER (I),DEM,1036568,100%,"16,955,519",6.11%
2020,TX,"DISTRICT JUDGE, 153RD JUDICIAL DISTRICT",SUSAN MCCOY (I),REP,428262,53.42%,"16,955,519",4.73%
2020,TX,"DISTRICT JUDGE, 153RD JUDICIAL DISTRICT",ALISHA DARDEN,DEM,373365,46.58%,"16,955,519",4.73%
2020,TX,"DISTRICT JUDGE, 161ST JUDICIAL DISTRICT",JUSTIN LOW,REP,36265,100%,"16,955,519",0.21%
2020,TX,"DISTRICT JUDGE, 162ND JUDICIAL DISTRICT",JORDAN MONTGOMERY LEWIS,REP,323316,36.02%,"16,955,519",5.29%
2020,TX,"DISTRICT JUDGE, 162ND JUDICIAL DISTRICT",MARICELA MOORE (I),DEM,574334,63.98%,"16,955,519",5.29%
2020,TX,"DISTRICT JUDGE, 163RD JUDICIAL DISTRICT",REX WAYNE PEVETO,REP,32830,100%,"16,955,519",0.19%
2020,TX,"DISTRICT JUDGE, 164TH JUDICIAL DISTRICT",MICHAEL LANDRUM,REP,724033,46.43%,"16,955,519",9.2%
2020,TX,"DISTRICT JUDGE, 164TH JUDICIAL DISTRICT",CHERYL ELLIOTT THORNTON,DEM,835266,53.57%,"16,955,519",9.2%
2020,TX,"DISTRICT JUDGE, 165TH JUDICIAL DISTRICT",BRUCE BAIN,REP,723475,46.45%,"16,955,519",9.19%
2020,TX,"DISTRICT JUDGE, 165TH JUDICIAL DISTRICT",URSULA A. HALL (I),DEM,834192,53.55%,"16,955,519",9.19%
2020,TX,"DISTRICT JUDGE, 166TH JUDICIAL DISTRICT",LAURA SALINAS (I),DEM,3,100%,"16,955,519",0%
2020,TX,"DISTRICT JUDGE, 167TH JUDICIAL DISTRICT",DAYNA BLAZEY,DEM,430576,100%,"16,955,519",2.54%
2020,TX,"DISTRICT JUDGE, 174TH JUDICIAL DISTRICT",HAZEL B. JONES (I),DEM,1029364,100%,"16,955,519",6.07%
2020,TX,"DISTRICT JUDGE, 175TH JUDICIAL DISTRICT",CATHERINE TORRES-STAHL (I),DEM,3,100%,"16,955,519",0%
2020,TX,"DISTRICT JUDGE, 176TH JUDICIAL DISTRICT",NIKITA &QUOT;NIKI&QUOT; HARMON (I),DEM,1023780,100%,"16,955,519",6.04%
2020,TX,"DISTRICT JUDGE, 177TH JUDICIAL DISTRICT",ROBERT JOHNSON (I),DEM,1017861,100%,"16,955,519",6%
2020,TX,"DISTRICT JUDGE, 178TH JUDICIAL DISTRICT",KELLI JOHNSON (I),DEM,1016426,100%,"16,955,519",5.99%
2020,TX,"DISTRICT JUDGE, 179TH JUDICIAL DISTRICT",ANA MARTINEZ,DEM,1020728,100%,"16,955,519",6.02%
2020,TX,"DISTRICT JUDGE, 199TH JUDICIAL DISTRICT",ANGELA TUCKER (I),REP,303826,100%,"16,955,519",1.79%
2020,TX,"DISTRICT JUDGE, 200TH JUDICIAL DISTRICT",JESSICA MANGRUM,DEM,430990,100%,"16,955,519",2.54%
2020,TX,"DISTRICT JUDGE, 202ND JUDICIAL DISTRICT",JOHN TIDWELL (I),REP,32688,100%,"16,955,519",0.19%
2020,TX,"DISTRICT JUDGE, 213TH JUDICIAL DISTRICT",CHRIS WOLFE (I),REP,425903,53.2%,"16,955,519",4.72%
2020,TX,"DISTRICT JUDGE, 213TH JUDICIAL DISTRICT",LAKESHA SMITH,DEM,374606,46.8%,"16,955,519",4.72%
2020,TX,"DISTRICT JUDGE, 214TH JUDICIAL DISTRICT",INNA KLEIN (I),REP,87579,100%,"16,955,519",0.52%
2020,TX,"DISTRICT JUDGE, 215TH JUDICIAL DISTRICT",FRED SHUCHART,REP,705624,45.69%,"16,955,519",9.11%
2020,TX,"DISTRICT JUDGE, 215TH JUDICIAL DISTRICT",ELAINE PALMER (I),DEM,838627,54.31%,"16,955,519",9.11%
2020,TX,"DISTRICT JUDGE, 216TH JUDICIAL DISTRICT","ALBERT D. ""PAT"" PATTILLO III",REP,36075,100%,"16,955,519",0.21%
2020,TX,"DISTRICT JUDGE, 235TH JUDICIAL DISTRICT",JANELLE M. HAVERKAMP (I),REP,16946,100%,"16,955,519",0.1%
2020,TX,"DISTRICT JUDGE, 254TH JUDICIAL DISTRICT",ASHLEY WYSOCKI (I),REP,325988,36.31%,"16,955,519",5.3%
2020,TX,"DISTRICT JUDGE, 254TH JUDICIAL DISTRICT",KIM BROWN,DEM,571873,63.69%,"16,955,519",5.3%
2020,TX,"DISTRICT JUDGE, 272ND JUDICIAL DISTRICT",JOHN BRICK,REP,62744,100%,"16,955,519",0.37%
2020,TX,"DISTRICT JUDGE, 332ND JUDICIAL DISTRICT",MARIO RAMIREZ JR (I),DEM,158721,100%,"16,955,519",0.94%
2020,TX,"DISTRICT JUDGE, 333RD JUDICIAL DISTRICT",BRITTANYE MORRIS,DEM,1013417,100%,"16,955,519",5.98%
2020,TX,"DISTRICT JUDGE, 334TH JUDICIAL DISTRICT",DAN LEMKUIL,REP,704593,45.62%,"16,955,519",9.11%
2020,TX,"DISTRICT JUDGE, 334TH JUDICIAL DISTRICT",DAWN DESHEA ROGERS,DEM,839767,54.38%,"16,955,519",9.11%
2020,TX,"DISTRICT JUDGE, 335TH JUDICIAL DISTRICT",REVA L TOWSLEE CORBETT (I),REP,57792,100%,"16,955,519",0.34%
2020,TX,"DISTRICT JUDGE, 336TH JUDICIAL DISTRICT",LAURI BLAKE (I),REP,12103,100%,"16,955,519",0.07%
2020,TX,"DISTRICT JUDGE, 337TH JUDICIAL DISTRICT",COLLEEN GAIDO,DEM,1012108,100%,"16,955,519",5.97%
2020,TX,"DISTRICT JUDGE, 338TH JUDICIAL DISTRICT",RAMONA FRANKLIN (I),DEM,1010328,100%,"16,955,519",5.96%
2020,TX,"DISTRICT JUDGE, 339TH JUDICIAL DISTRICT",JESSE MCCLURE (I),REP,721224,46.63%,"16,955,519",9.12%
2020,TX,"DISTRICT JUDGE, 339TH JUDICIAL DISTRICT",TE'IVA BELL,DEM,825345,53.37%,"16,955,519",9.12%
2020,TX,"DISTRICT JUDGE, 340TH JUDICIAL DISTRICT",JAY WEATHERBY (I),REP,36420,100%,"16,955,519",0.21%
2020,TX,"DISTRICT JUDGE, 341ST JUDICIAL DISTRICT",BECKIE PALOMO (I),DEM,55867,100%,"16,955,519",0.33%
2020,TX,"DISTRICT JUDGE, 342ND JUDICIAL DISTRICT",KIMBERLY FITZPATRICK (I),REP,426924,53.39%,"16,955,519",4.72%
2020,TX,"DISTRICT JUDGE, 342ND JUDICIAL DISTRICT",VALERIE BASTON,DEM,372737,46.61%,"16,955,519",4.72%
2020,TX,"DISTRICT JUDGE, 343RD JUDICIAL DISTRICT",JANNA K. WHATLEY (I),REP,41881,100%,"16,955,519",0.25%
2020,TX,"DISTRICT JUDGE, 344TH JUDICIAL DISTRICT",RANDY MCDONALD (I),REP,18563,100%,"16,955,519",0.11%
2020,TX,"DISTRICT JUDGE, 345TH JUDICIAL DISTRICT",JAN SOIFER (I),DEM,429795,100%,"16,955,519",2.53%
2020,TX,"DISTRICT JUDGE, 346TH JUDICIAL DISTRICT",PATY BACA,DEM,201865,100%,"16,955,519",1.19%
2020,TX,"DISTRICT JUDGE, 347TH JUDICIAL DISTRICT",MISSY MEDARY (I),REP,72322,59.09%,"16,955,519",0.72%
2020,TX,"DISTRICT JUDGE, 347TH JUDICIAL DISTRICT",DEBORAH RIOS,DEM,50079,40.91%,"16,955,519",0.72%
2020,TX,"DISTRICT JUDGE, 348TH JUDICIAL DISTRICT",MEGAN FAHEY (I),REP,425549,53.22%,"16,955,519",4.72%
2020,TX,"DISTRICT JUDGE, 348TH JUDICIAL DISTRICT",MARYELLEN W. HICKS,DEM,373983,46.78%,"16,955,519",4.72%
2020,TX,"DISTRICT JUDGE, 349TH JUDICIAL DISTRICT",PAM FOSTER FLETCHER (I),REP,23904,100%,"16,955,519",0.14%
2020,TX,"DISTRICT JUDGE, 350TH JUDICIAL DISTRICT",THOMAS M WHEELER (I),REP,45523,100%,"16,955,519",0.27%
2020,TX,"DISTRICT JUDGE, 351ST JUDICIAL DISTRICT",ARLENE HECHT,REP,696437,45.01%,"16,955,519",9.12%
2020,TX,"DISTRICT JUDGE, 351ST JUDICIAL DISTRICT","NATALIA ""NATA"" CORNELIO",DEM,850751,54.99%,"16,955,519",9.12%
2020,TX,"DISTRICT JUDGE, 352ND JUDICIAL DISTRICT",JOSH BURGESS (I),REP,430420,53.93%,"16,955,519",4.71%
2020,TX,"DISTRICT JUDGE, 352ND JUDICIAL DISTRICT",OLYN POOLE,DEM,367615,46.07%,"16,955,519",4.71%
2020,TX,"DISTRICT JUDGE, 353RD JUDICIAL DISTRICT",MADELEINE CONNOR,DEM,423790,100%,"16,955,519",2.5%
2020,TX,"DISTRICT JUDGE, 354TH JUDICIAL DISTRICT",KELI M. AIKEN (I),REP,35263,100%,"16,955,519",0.21%
2020,TX,"DISTRICT JUDGE, 356TH JUDICIAL DISTRICT",STEVE THOMAS (I),REP,23758,100%,"16,955,519",0.14%
2020,TX,"DISTRICT JUDGE, 360TH JUDICIAL DISTRICT",PATRICIA BACA BENNETT (I),REP,423771,53.06%,"16,955,519",4.71%
2020,TX,"DISTRICT JUDGE, 360TH JUDICIAL DISTRICT",MICHAEL MUNOZ,DEM,374877,46.94%,"16,955,519",4.71%
2020,TX,"DISTRICT JUDGE, 362ND JUDICIAL DISTRICT",BRUCE MCFARLING (I),REP,279187,100%,"16,955,519",1.65%
2020,TX,"DISTRICT JUDGE, 366TH JUDICIAL DISTRICT - UNEXPIRED TERM",TOM NOWAK (I),REP,258666,56.3%,"16,955,519",2.71%
2020,TX,"DISTRICT JUDGE, 366TH JUDICIAL DISTRICT - UNEXPIRED TERM",SAM JOHNSON,DEM,200736,43.7%,"16,955,519",2.71%
2020,TX,"DISTRICT JUDGE, 378TH JUDICIAL DISTRICT",WILLIAM (DOUG) WALLACE (I),REP,72569,100%,"16,955,519",0.43%
2020,TX,"DISTRICT JUDGE, 379TH JUDICIAL DISTRICT",RON RANGEL (I),DEM,3,100%,"16,955,519",0%
2020,TX,"DISTRICT JUDGE, 380TH JUDICIAL DISTRICT",BEN SMITH (I),REP,258945,56.49%,"16,955,519",2.7%
2020,TX,"DISTRICT JUDGE, 380TH JUDICIAL DISTRICT",PENNY ROBE,DEM,199461,43.51%,"16,955,519",2.7%
2020,TX,"DISTRICT JUDGE, 381ST JUDICIAL DISTRICT",JOSE LUIS GARZA (I),DEM,11039,100%,"16,955,519",0.07%
2020,TX,"DISTRICT JUDGE, 382ND JUDICIAL DISTRICT",BRETT HALL (I),REP,48030,100%,"16,955,519",0.28%
2020,TX,"DISTRICT JUDGE, 383RD JUDICIAL DISTRICT",PHYLLIS MARTINEZ GONZALEZ,REP,86540,34.25%,"16,955,519",1.49%
2020,TX,"DISTRICT JUDGE, 383RD JUDICIAL DISTRICT",LYDA NESS GARCIA,DEM,166146,65.75%,"16,955,519",1.49%
2020,TX,"DISTRICT JUDGE, 384TH JUDICIAL DISTRICT",PATRICK M. GARCIA (I),DEM,202327,100%,"16,955,519",1.19%
2020,TX,"DISTRICT JUDGE, 385TH JUDICIAL DISTRICT - UNEXPIRED TERM",LEAH G.  ROBERTSON,REP,53429,100%,"16,955,519",0.32%
2020,TX,"DISTRICT JUDGE, 386TH JUDICIAL DISTRICT",DAPHNE PREVITI AUSTIN,REP,306010,41.65%,"16,955,519",4.33%
2020,TX,"DISTRICT JUDGE, 386TH JUDICIAL DISTRICT","JACQUELINE ""JACKIE"" VALDƒZ",DEM,428752,58.35%,"16,955,519",4.33%
2020,TX,"DISTRICT JUDGE, 387TH JUDICIAL DISTRICT",BRENDA MULLINIX (I),REP,161308,48.04%,"16,955,519",1.98%
2020,TX,"DISTRICT JUDGE, 387TH JUDICIAL DISTRICT",JANET BUENING HEPPARD,DEM,174467,51.96%,"16,955,519",1.98%
2020,TX,"DISTRICT JUDGE, 388TH JUDICIAL DISTRICT",MARLENE GONZALEZ,DEM,200767,100%,"16,955,519",1.18%
2020,TX,"DISTRICT JUDGE, 389TH JUDICIAL DISTRICT",LETICIA LOPEZ (I),DEM,158669,100%,"16,955,519",0.94%
2020,TX,"DISTRICT JUDGE, 390TH JUDICIAL DISTRICT",JULIE KOCUREK (I),DEM,433540,100%,"16,955,519",2.56%
2020,TX,"DISTRICT JUDGE, 391ST JUDICIAL DISTRICT",BRAD GOODWIN (I),REP,36065,100%,"16,955,519",0.21%
2020,TX,"DISTRICT JUDGE, 392ND JUDICIAL DISTRICT",R. SCOTT MCKEE (I),REP,32783,100%,"16,955,519",0.19%
2020,TX,"DISTRICT JUDGE, 393RD JUDICIAL DISTRICT",DOUG ROBISON (I),REP,278182,100%,"16,955,519",1.64%
2020,TX,"DISTRICT JUDGE, 394TH JUDICIAL DISTRICT",ROY B. FERGUSON (I),DEM,7667,100%,"16,955,519",0.05%
2020,TX,"DISTRICT JUDGE, 395TH JUDICIAL DISTRICT",RYAN LARSON (I),REP,144996,53.34%,"16,955,519",1.6%
2020,TX,"DISTRICT JUDGE, 395TH JUDICIAL DISTRICT",LUCIO DEL TORO,DEM,126858,46.66%,"16,955,519",1.6%
2020,TX,"DISTRICT JUDGE, 396TH JUDICIAL DISTRICT",GEORGE GALLAGHER (I),REP,532796,100%,"16,955,519",3.14%
2020,TX,"DISTRICT JUDGE, 398TH JUDICIAL DISTRICT",KENO VASQUEZ JR (I),DEM,156290,100%,"16,955,519",0.92%
2020,TX,"DISTRICT JUDGE, 399TH JUDICIAL DISTRICT",WALDEN SHELTON,REP,305770,41.55%,"16,955,519",4.34%
2020,TX,"DISTRICT JUDGE, 399TH JUDICIAL DISTRICT",FRANK J. CASTRO (I),DEM,430226,58.45%,"16,955,519",4.34%
2020,TX,"DISTRICT JUDGE, 400TH JUDICIAL DISTRICT",MAGGIE JARAMILLO (I),REP,163468,48.5%,"16,955,519",1.99%
2020,TX,"DISTRICT JUDGE, 400TH JUDICIAL DISTRICT",TAMEIKA CARTER,DEM,173558,51.5%,"16,955,519",1.99%
2020,TX,"DISTRICT JUDGE, 401ST JUDICIAL DISTRICT",GEORGE FLINT,REP,257806,56.2%,"16,955,519",2.71%
2020,TX,"DISTRICT JUDGE, 401ST JUDICIAL DISTRICT",TONYA HOLT,DEM,200894,43.8%,"16,955,519",2.71%
2020,TX,"DISTRICT JUDGE, 402ND JUDICIAL DISTRICT",J. BRAD MCCAMPBELL,REP,19663,100%,"16,955,519",0.12%
2020,TX,"DISTRICT JUDGE, 404TH JUDICIAL DISTRICT",RICARDO M. ADOBBATI,DEM,74697,100%,"16,955,519",0.44%
2020,TX,"DISTRICT JUDGE, 405TH JUDICIAL DISTRICT",JARED ROBINSON (I),REP,94232,63.28%,"16,955,519",0.88%
2020,TX,"DISTRICT JUDGE, 405TH JUDICIAL DISTRICT",TERESA HUDSON,DEM,54687,36.72%,"16,955,519",0.88%
2020,TX,"DISTRICT JUDGE, 406TH JUDICIAL DISTRICT",OSCAR &QUOT;O.J.&QUOT; HALE JR (I),DEM,55645,100%,"16,955,519",0.33%
2020,TX,"DISTRICT JUDGE, 407TH JUDICIAL DISTRICT",STEPHANI WALSH,REP,312163,42.41%,"16,955,519",4.34%
2020,TX,"DISTRICT JUDGE, 407TH JUDICIAL DISTRICT",TINA TORRES,DEM,423847,57.59%,"16,955,519",4.34%
2020,TX,"DISTRICT JUDGE, 408TH JUDICIAL DISTRICT",ANGELICA JIMENEZ (I),DEM,3,100%,"16,955,519",0%
2020,TX,"DISTRICT JUDGE, 409TH JUDICIAL DISTRICT",SAM MEDRANO JR (I),DEM,201332,100%,"16,955,519",1.19%
2020,TX,"DISTRICT JUDGE, 410TH JUDICIAL DISTRICT",JENNIFER JAMES ROBIN (I),REP,217117,100%,"16,955,519",1.28%
2020,TX,"DISTRICT JUDGE, 411TH JUDICIAL DISTRICT",JOHN WELLS,REP,35817,100%,"16,955,519",0.21%
2020,TX,"DISTRICT JUDGE, 413TH JUDICIAL DISTRICT",BILL BOSWORTH (I),REP,59166,100%,"16,955,519",0.35%
2020,TX,"DISTRICT JUDGE, 415TH JUDICIAL DISTRICT",GRAHAM QUISENBERRY (I),REP,65679,100%,"16,955,519",0.39%
2020,TX,"DISTRICT JUDGE, 416TH JUDICIAL DISTRICT",ANDREA THOMPSON (I),REP,262522,57.34%,"16,955,519",2.7%
2020,TX,"DISTRICT JUDGE, 416TH JUDICIAL DISTRICT",THERESA BUI CREEVY,DEM,195321,42.66%,"16,955,519",2.7%
2020,TX,"DISTRICT JUDGE, 418TH JUDICIAL DISTRICT",TRACY A. GILBERT (I),REP,215775,100%,"16,955,519",1.27%
2020,TX,"DISTRICT JUDGE, 420TH JUDICIAL DISTRICT",ED KLEIN (I),REP,19983,100%,"16,955,519",0.12%
2020,TX,"DISTRICT JUDGE, 421ST JUDICIAL DISTRICT",CHRIS SCHNEIDER (I),REP,12500,100%,"16,955,519",0.07%
2020,TX,"DISTRICT JUDGE, 422ND JUDICIAL DISTRICT",SHELTON GIBBS IV,REP,50652,100%,"16,955,519",0.3%
2020,TX,"DISTRICT JUDGE, 423RD JUDICIAL DISTRICT",CHRIS DUGGAN (I),DEM,27474,100%,"16,955,519",0.16%
2020,TX,"DISTRICT JUDGE, 425TH JUDICIAL DISTRICT",BETSY F. LAMBETH (I),REP,172963,100%,"16,955,519",1.02%
2020,TX,"DISTRICT JUDGE, 426TH JUDICIAL DISTRICT",STEVE DUSKIE,REP,105541,100%,"16,955,519",0.62%
2020,TX,"DISTRICT JUDGE, 427TH JUDICIAL DISTRICT",TAMARA NEEDLES (I),DEM,426718,100%,"16,955,519",2.52%
2020,TX,"DISTRICT JUDGE, 430TH JUDICIAL DISTRICT",ISRAEL RAMON JR (I),DEM,155909,100%,"16,955,519",0.92%
2020,TX,"DISTRICT JUDGE, 431ST JUDICIAL DISTRICT",JIM JOHNSON,REP,225504,57.42%,"16,955,519",2.32%
2020,TX,"DISTRICT JUDGE, 431ST JUDICIAL DISTRICT",DIANA WEITZEL,DEM,167201,42.58%,"16,955,519",2.32%
2020,TX,"DISTRICT JUDGE, 433RD JUDICIAL DISTRICT",DIB WALDRIP (I),REP,71623,100%,"16,955,519",0.42%
2020,TX,"DISTRICT JUDGE, 434TH JUDICIAL DISTRICT",JAMES H. &QUOT;JIM&QUOT; SHOEMAKE (I),REP,157254,46.73%,"16,955,519",1.98%
2020,TX,"DISTRICT JUDGE, 434TH JUDICIAL DISTRICT",CHRISTIAN BECERRA,DEM,179251,53.27%,"16,955,519",1.98%
2020,TX,"DISTRICT JUDGE, 435TH JUDICIAL DISTRICT",PATTY MAGINNIS (I),REP,214622,100%,"16,955,519",1.27%
2020,TX,"DISTRICT JUDGE, 438TH JUDICIAL DISTRICT",ROSIE ALVARADO (I),DEM,3,100%,"16,955,519",0%
2020,TX,"DISTRICT JUDGE, 439TH JUDICIAL DISTRICT",DAVID E. RAKOW (I),REP,47859,100%,"16,955,519",0.28%
2020,TX,"DISTRICT JUDGE, 442ND JUDICIAL DISTRICT",TIFFANY HAERTLING (I),REP,279469,100%,"16,955,519",1.65%
2020,TX,"DISTRICT JUDGE, 443RD JUDICIAL DISTRICT",CINDY ERMATINGER (I),REP,72649,100%,"16,955,519",0.43%
2020,TX,"DISTRICT JUDGE, 444TH JUDICIAL DISTRICT",DAVID A. SANCHEZ (I),DEM,75273,100%,"16,955,519",0.44%
2020,TX,"DISTRICT JUDGE, 445TH JUDICIAL DISTRICT",GLORIA M. RINCONES (I),DEM,73917,100%,"16,955,519",0.44%
2020,TX,"DISTRICT JUDGE, 446TH JUDICIAL DISTRICT",SARA KATE BILLINGSLEY (I),REP,36504,100%,"16,955,519",0.22%
2020,TX,"DISTRICT JUDGE, 448TH JUDICIAL DISTRICT",SERGIO H. ENRIQUEZ (I),DEM,200161,100%,"16,955,519",1.18%
2020,TX,"DISTRICT JUDGE, 449TH JUDICIAL DISTRICT",RENEE RODRIGUEZ-BETANCOURT (I),DEM,156542,100%,"16,955,519",0.92%
2020,TX,"DISTRICT JUDGE, 450TH JUDICIAL DISTRICT",BRAD URRUTIA (I),DEM,426372,100%,"16,955,519",2.51%
2020,TX,"DISTRICT JUDGE, 453RD JUDICIAL DISTRICT",DAVID JUNKIN (I),REP,49802,47.67%,"16,955,519",0.62%
2020,TX,"DISTRICT JUDGE, 453RD JUDICIAL DISTRICT",SHERRI TIBBE,DEM,54665,52.33%,"16,955,519",0.62%
2020,TX,"DISTRICT JUDGE, 454TH JUDICIAL DISTRICT",DANIEL J. KINDRED (I),REP,17928,100%,"16,955,519",0.11%
2020,TX,"DISTRICT JUDGE, 457TH JUDICIAL DISTRICT",VINCE SANTINI,REP,194575,75.01%,"16,955,519",1.53%
2020,TX,"DISTRICT JUDGE, 457TH JUDICIAL DISTRICT",MARC M. MEYER,DEM,64841,24.99%,"16,955,519",1.53%
2020,TX,"DISTRICT JUDGE, 460TH JUDICIAL DISTRICT",GEOFFREY PURYEAR (I),REP,169471,30.02%,"16,955,519",3.33%
2020,TX,"DISTRICT JUDGE, 460TH JUDICIAL DISTRICT",SELENA ALVARENGA,DEM,394982,69.98%,"16,955,519",3.33%
2020,TX,"DISTRICT JUDGE, 461ST JUDICIAL DISTRICT",PATRICK BULANEK (I),REP,110375,100%,"16,955,519",0.65%
2020,TX,"DISTRICT JUDGE, 462ND JUDICIAL DISTRICT",LEE ANN BREADING (I),REP,279630,100%,"16,955,519",1.65%
2020,TX,"DISTRICT JUDGE, 464TH JUDICIAL DISTRICT",YSMAEL FONSECA (I),REP,75367,37.53%,"16,955,519",1.18%
2020,TX,"DISTRICT JUDGE, 464TH JUDICIAL DISTRICT",JOE RAMIREZ,DEM,125438,62.47%,"16,955,519",1.18%
2020,TX,"DISTRICT JUDGE, 468TH JUDICIAL DISTRICT",LINDSEY WYNNE (I),REP,260381,56.89%,"16,955,519",2.7%
2020,TX,"DISTRICT JUDGE, 468TH JUDICIAL DISTRICT",CHRISTY ALBANO,DEM,197279,43.11%,"16,955,519",2.7%
2020,TX,"DISTRICT JUDGE, 469TH JUDICIAL DISTRICT",PIPER MCCRAW (I),REP,260274,56.82%,"16,955,519",2.7%
2020,TX,"DISTRICT JUDGE, 469TH JUDICIAL DISTRICT",DANA HUFFMAN,DEM,197760,43.18%,"16,955,519",2.7%
2020,TX,"DISTRICT JUDGE, 470TH JUDICIAL DISTRICT",EMILY MISKEL (I),REP,299270,100%,"16,955,519",1.77%
2020,TX,"DISTRICT JUDGE, 471ST JUDICIAL DISTRICT",ANDREA BOURESSA (I),REP,262331,57.39%,"16,955,519",2.7%
2020,TX,"DISTRICT JUDGE, 471ST JUDICIAL DISTRICT",MICHAEL D. PAYMA,DEM,194775,42.61%,"16,955,519",2.7%
2020,TX,"DISTRICT JUDGE, 505TH JUDICIAL DISTRICT",DAVID S. PERWIN (I),REP,159298,47.43%,"16,955,519",1.98%
2020,TX,"DISTRICT JUDGE, 505TH JUDICIAL DISTRICT",KALI MORGAN,DEM,176529,52.57%,"16,955,519",1.98%
2020,TX,"DISTRICT JUDGE, 506TH JUDICIAL DISTRICT",GARY W. CHANEY,REP,27230,100%,"16,955,519",0.16%
2020,TX,"DISTRICT JUDGE, 507TH JUDICIAL DISTRICT",ALYSSA LEMKUIL,REP,703082,45.41%,"16,955,519",9.13%
2020,TX,"DISTRICT JUDGE, 507TH JUDICIAL DISTRICT",JULIA MALDONADO (I),DEM,845268,54.59%,"16,955,519",9.13%
2020,TX,"CRIMINAL DISTRICT JUDGE, DALLAS COUNTY NUMBER 2",NANCY KENNEDY (I),DEM,712135,100%,"16,955,519",4.2%
2020,TX,"CRIMINAL DISTRICT JUDGE, DALLAS COUNTY NUMBER 3",AUDRA LADAWN RILEY,DEM,701805,100%,"16,955,519",4.14%
2020,TX,"CRIMINAL DISTRICT JUDGE, DALLAS COUNTY NUMBER 4",DOMINIQUE COLLINS (I),DEM,699211,100%,"16,955,519",4.12%
2020,TX,"CRIMINAL DISTRICT JUDGE, EL PASO COUNTY NUMBER 1",DIANE ROSAURA NAVARRETE (I),DEM,200338,100%,"16,955,519",1.18%
2020,TX,"CRIMINAL DISTRICT JUDGE, TARRANT COUNTY NUMBER 2",WAYNE SALVANT (I),REP,417459,52.23%,"16,955,519",4.71%
2020,TX,"CRIMINAL DISTRICT JUDGE, TARRANT COUNTY NUMBER 2",KAREN WILLIAMS,DEM,381851,47.77%,"16,955,519",4.71%
2020,TX,"DISTRICT ATTORNEY, 1ST JUDICIAL DISTRICT",J. KEVIN DUTTON (I),REP,7446,100%,"16,955,519",0.04%
2020,TX,"DISTRICT ATTORNEY, 2ND JUDICIAL DISTRICT",ELMER BECKWORTH (I),REP,15549,100%,"16,955,519",0.09%
